"id"	"tech_code"	"tech_name"	"tech_format"	"tech_price"	"tech_type"	"price_type"	"deptment_id"
"3961"	"ZYC（WCYYC）"	"总义齿（无唇翼义齿）"	""	"19.09"	"处置"	"其他治疗费"	
"3962"	"CGQ"	"拆冠桥"	""	"7.86"	"处置"	"其他治疗费"	
"3963"	"CGQ（CZG）"	"拆冠桥（锤造冠）"	""	"60.95"	"处置"	"其他治疗费"	
"3964"	"CGQ（ZZGCC）"	"拆冠桥（铸造冠拆除）"	""	"22.17"	"处置"	"其他治疗费"	
"3965"	"CYCZ"	"拆预成桩"	""	"0.28"	"处置"	"其他治疗费"	
"3966"	"CGZCLDZH"	"拆各种材料的桩核"	""	"50.99"	"处置"	"其他治疗费"	
"3967"	"QNBK( CK）YWGZXTQCS"	"鞘内靶控( 程控）药物灌注系统取出术"	""	"39.39"	"处置"	"其他治疗费"	
"3968"	"WYBGZSZL"	"外阴病光照射治疗"	""	"4.26"	"处置"	"其他治疗费"	
"3969"	"WYBGPZL"	"外阴病光谱治疗"	""	"10.26"	"处置"	"其他治疗费"	
"3970"	"WYBYHWXZL"	"外阴病远红外线治疗"	""	"9.23"	"处置"	"其他治疗费"	
"3971"	"JPCCGZWTSZL(JG、WB、90ZF)"	"经皮穿刺肝肿物特殊治疗(激光、微波、90钇法)"	""	"14.52"	"处置"	"其他治疗费"	
"3972"	"ZXNZCCYLS"	"膈下脓肿穿刺引流术"	""	"9.87"	"处置"	"其他治疗费"	
"3973"	"GNZYHJZSZL"	"肝囊肿硬化剂注射治疗"	""	"0.97"	"处置"	"其他治疗费"	
"3974"	"JPGCDDYLS(PTCD)"	"经皮肝穿胆道引流术(PTCD)"	""	"0.19"	"处置"	"其他治疗费"	
"3975"	"JNJDGNYLS＋ZJZRS"	"经内镜胆管内引流术＋支架置入术"	""	"4.21"	"处置"	"其他治疗费"	
"3976"	"GDJZQFZCZ"	"固定矫治器复诊处置"	""	"57.09"	"处置"	"其他治疗费"	
"3977"	"HDJZQFZCZ"	"活动矫治器复诊处置"	""	"32.19"	"处置"	"其他治疗费"	
"3978"	"GNJZQFZCZ"	"功能矫治器复诊处置"	""	"4.88"	"处置"	"其他治疗费"	
"3979"	"TSJZQFZCZ"	"特殊矫治器复诊处置"	""	"2.86"	"处置"	"其他治疗费"	
"3980"	"TSJZQFZCZ（SYSCJZQ）"	"特殊矫治器复诊处置（使用舌侧矫正器）"	""	"34.26"	"处置"	"其他治疗费"	
"3981"	"XYGLZZTXHSZL"	"X液光量子自体X回输治疗"	""	"13.73"	"处置"	"其他治疗费"	
"3982"	"GSCJS"	"骨髓采集术"	""	"0.95"	"处置"	"其他治疗费"	
"3983"	"GSXHS"	"骨髓X回输"	""	"1.98"	"处置"	"其他治疗费"	
"3984"	"WZXGXBHS"	"外周X干细胞回输"	""	"73.99"	"处置"	"其他治疗费"	
"3985"	"SGXZNXKZ"	"食管狭窄逆行扩张"	""	"30.71"	"处置"	"其他治疗费"	
"3986"	"TWCJBSS(CZ)"	"体外冲击波碎石(初震)"	""	"32.95"	"处置"	"其他治疗费"	
"3987"	"TWCJBSS(FZ)"	"体外冲击波碎石(复震)"	""	"1.98"	"处置"	"其他治疗费"	
"3988"	"XEBJQNDGKZS"	"小儿包茎气囊导管扩张术"	""	"8.96"	"处置"	"其他治疗费"	
"3989"	"QDBJSFFWS"	"嵌顿包茎手法复位术"	""	"83.76"	"处置"	"其他治疗费"	
"3990"	"TZ"	"挑治"	""	"38.45"	"处置"	"其他治疗费"	
"3991"	"GZ"	"割治"	""	"2.12"	"处置"	"其他治疗费"	
"3992"	"GZSFZFS"	"骨折手法整复术"	""	"21.98"	"处置"	"其他治疗费"	
"3993"	"GZSFZFSZ(T)、Z(Z)GZATW"	"骨折手法整复术掌(T)、指(趾)骨折按脱位"	""	"34.05"	"处置"	"其他治疗费"	
"3994"	"GZQBFWS"	"骨折橇拨复位术"	""	"13.93"	"处置"	"其他治疗费"	
"3995"	"ZZKZJBYC"	"铸造可摘局部义齿"	""	"17.9"	"处置"	"其他治疗费"	
"3996"	"ZZKZJBYCFGYC"	"铸造可摘局部义齿覆盖义齿"	""	"5.85"	"处置"	"其他治疗费"	
"3997"	"SNGZJGCX"	"输尿管支架管冲洗"	""	"53.91"	"处置"	"其他治疗费"	
"3998"	"BZZS"	"膀胱注射"	""	"15.29"	"处置"	"其他治疗费"	
"3999"	"BZGZ"	"膀胱灌注"	""	"23.53"	"处置"	"其他治疗费"	
"4000"	"BZQFB"	"膀胱区封闭"	""	"19.04"	"处置"	"其他治疗费"	
"4001"	"BZCCZZS"	"膀胱穿刺造瘘术"	""	"86.71"	"处置"	"其他治疗费"	
"4002"	"JBZJNDJQYW"	"经膀胱镜尿道镜取异物"	""	"59.35"	"处置"	"其他治疗费"	
"4003"	"JBZJNDJTSZL(DZF)"	"经膀胱镜尿道镜特殊治疗(电灼法)"	""	"55.14"	"处置"	"其他治疗费"	
"4004"	"JBZJNDJTSZL(JGF)"	"经膀胱镜尿道镜特殊治疗(激光法)"	""	"50.68"	"处置"	"其他治疗费"	
"4005"	"NDXZKZS"	"尿道狭窄扩张术"	""	"76.52"	"处置"	"其他治疗费"	
"4006"	"JNDZLNSJ"	"经尿道治疗尿失禁"	""	"14.28"	"处置"	"其他治疗费"	
"4007"	"GZBHFWJPCC（D）NGDSSZCGG、JG"	"骨折闭合复位经皮穿刺（钉）内固定术四肢长骨干、近关"	""	"5.48"	"处置"	"其他治疗费"	
"4008"	"QBKTS"	"前鼻孔填塞"	""	"75.88"	"处置"	"其他治疗费"	
"4009"	"HBKTS"	"后鼻孔填塞"	""	"43.86"	"处置"	"其他治疗费"	
"4010"	"BYWQC"	"鼻异物取出"	""	"49.47"	"处置"	"其他治疗费"	
"4011"	"BBTSZL"	"鼻部特殊治疗"	""	"11.81"	"处置"	"其他治疗费"	
"4012"	"JSJYYJBJZ"	"计算机言语疾病矫治"	""	"36.06"	"处置"	"其他治疗费"	
"4013"	"HDQMZJY、KHJS"	"活动桥每增加牙、卡环加收"	""	"69.24"	"处置"	"其他治疗费"	
"4014"	"QLXTSZL"	"前列腺特殊治疗"	""	"15.64"	"处置"	"其他治疗费"	
"4015"	"QMJYCCCYS"	"鞘膜积液穿刺抽液术"	""	"1.64"	"处置"	"其他治疗费"	
"4016"	"HYBYWQCS"	"喉咽部异物取出术"	""	"27.25"	"处置"	"其他治疗费"	
"4017"	"LSQBQYY"	"临时起搏器应用"	""	"67.93"	"处置"	"其他治疗费"	
"4018"	"TYQASIILCKQBLXGZJZL"	"替牙期安氏II类错口腔不良习惯正畸治疗"	""	"77.33"	"处置"	"其他治疗费"	
"4019"	"TYQASIILCKQBLXGJDGDJZQZJZ"	"替牙期安氏II类错口腔不良习惯简单固定矫治器正畸治"	""	"17.93"	"处置"	"其他治疗费"	
"4020"	"TYQASIILCKQBLXGHDJZQZJZL"	"替牙期安氏II类错口腔不良习惯活动矫治器正畸治疗"	""	"58.67"	"处置"	"其他治疗费"	
"4021"	"TYQYXASIILCHDJZQZJZL"	"替牙期牙性安氏II类错活动矫治器正畸治疗"	""	"27.75"	"处置"	"其他治疗费"	
"4022"	"TYQYXASIILCGDJZQZJZL"	"替牙期牙性安氏II类错固定矫治器正畸治疗"	""	"7.16"	"处置"	"其他治疗费"	
"4023"	"TYQYXASIILCCGGDJZQZJZL"	"替牙期牙性安氏II类错常规固定矫治器正畸治疗"	""	"27.81"	"处置"	"其他治疗费"	
"4024"	"TYQYXASIILCJDGDJZQZJZL"	"替牙期牙性安氏II类错简单固定矫治器正畸治疗"	""	"1.51"	"处置"	"其他治疗费"	
"4025"	"SLGNPZYZS"	"输卵管内胚子移植术"	""	"4.88"	"处置"	"其他治疗费"	
"4026"	"GQNRGSJS"	"宫腔内人工授精术"	""	"34.61"	"处置"	"其他治疗费"	
"4027"	"YDNRGSJS"	"阴道内人工授精术"	""	"69.45"	"处置"	"其他治疗费"	
"4028"	"SLGJYS"	"输卵管绝育术"	""	"15.3"	"处置"	"其他治疗费"	
"4029"	"SLGJYYWZDF"	"输卵管绝育药物粘堵法"	""	"25.86"	"处置"	"其他治疗费"	
"4030"	"GNJYQFZS"	"宫内节育器放置术"	""	"46.06"	"处置"	"其他治疗费"	
"4031"	"GNJYQQCS"	"宫内节育器取出术"	""	"17.12"	"处置"	"其他治疗费"	
"4032"	"BYYPXMZS"	"避孕药皮下埋植术"	""	"5.79"	"处置"	"其他治疗费"	
"4033"	"PXBYYQCS"	"皮下避孕药取出术"	""	"11.7"	"处置"	"其他治疗费"	
"4034"	"GGS"	"刮宫术"	""	"25.27"	"处置"	"其他治疗费"	
"4035"	"FDZDXGG"	"分段诊断性刮宫"	""	"2.7"	"处置"	"其他治疗费"	
"4036"	"CHGGS"	"产后刮宫术"	""	"0.35"	"处置"	"其他治疗费"	
"4037"	"PTTGGS"	"葡萄胎刮宫术"	""	"6.17"	"处置"	"其他治疗费"	
"4038"	"RGLCS"	"人工流产术"	""	"48.15"	"处置"	"其他治疗费"	
"4039"	"ZGNSNYCS"	"子宫内水囊引产术"	""	"10.86"	"处置"	"其他治疗费"	
"4040"	"CCSDZYCS"	"催产素滴注引产术"	""	"5.89"	"处置"	"其他治疗费"	
"4041"	"ZXJMCCZGS"	"中心静脉穿刺置管术"	""	"32.74"	"处置"	"其他治疗费"	
"4042"	"SJMCCZGS"	"深静脉穿刺置管术"	""	"1.78"	"处置"	"其他治疗费"	
"4043"	"DMCCZGS"	"动脉穿刺置管术"	""	"43.58"	"处置"	"其他治疗费"	
"4044"	"KZLHXYWPZ"	"抗肿瘤化X药物配置"	""	"72.56"	"处置"	"其他治疗费"	
"4045"	"KZLHXYWPZJS"	"抗肿瘤化X药物配置加收"	""	"1.69"	"处置"	"其他治疗费"	
"4046"	"DQCFH"	"大清创缝合"	""	"3.97"	"处置"	"其他治疗费"	
"4047"	"ZQCFH"	"中清创缝合"	""	"2.76"	"处置"	"其他治疗费"	
"4048"	"GQDCSJJDZL（LXBK）"	"高强度超声聚焦刀治疗（良性包块）"	""	"23.85"	"处置"	"其他治疗费"	
"4049"	"YENF（TXPF）"	"婴儿奶粉（特需配方）"	""	"23.08"	"处置"	"其他治疗费"	
"4050"	"YTQSZJXFS"	"牙体缺损粘接修复术"	""	"2.75"	"处置"	"其他治疗费"	
"4051"	"JRZS(PXZS)"	"肌肉注射(皮下注射)"	""	"30.27"	"处置"	"其他治疗费"	
"4052"	"JRZS(PNZS)"	"肌肉注射(皮内注射)"	""	"28.94"	"处置"	"其他治疗费"	
"4053"	"JMZS"	"静脉注射"	""	"1.1"	"处置"	"其他治疗费"	
"4054"	"JMCX"	"静脉采X"	""	"65.58"	"处置"	"其他治疗费"	
"4055"	"XNZS"	"心内注射"	""	"32.28"	"处置"	"其他治疗费"	
"4056"	"DMJYZS"	"动脉加压注射"	""	"57.14"	"处置"	"其他治疗费"	
"4057"	"DMJYZS(DMCX)"	"动脉加压注射(动脉采X)"	""	"18.23"	"处置"	"其他治疗费"	
"4058"	"PXSY"	"皮下输液"	""	"19.53"	"处置"	"其他治疗费"	
"4059"	"JMSY"	"静脉输液"	""	"4.1"	"处置"	"其他治疗费"	
"4060"	"JMSY(JMSX)"	"静脉输液(静脉输X)"	""	"10.87"	"处置"	"其他治疗费"	
"4061"	"JMSY(LZJMZ)"	"静脉输液(留置静脉针)"	""	"3.11"	"处置"	"其他治疗费"	
"4062"	"WLBHSYBJS"	"微量泵或输液泵加收"	""	"0.14"	"处置"	"其他治疗费"	
"4063"	"XEJMSY"	"小儿静脉输液"	""	"22.43"	"处置"	"其他治疗费"	
"4064"	"JMGYYZL"	"静脉高营养治疗"	""	"14.36"	"处置"	"其他治疗费"	
"4065"	"JMQKZGS"	"静脉切开置管术"	""	"14.17"	"处置"	"其他治疗费"	
"4066"	"JMCCZGS"	"静脉穿刺置管术"	""	"57.15"	"处置"	"其他治疗费"	
"4067"	"JH"	"加焊"	""	"14.31"	"处置"	"其他治疗费"	
"4068"	"JH（XH）"	"加焊（锡焊）"	""	"7.97"	"处置"	"其他治疗费"	
"4069"	"JH（JH）"	"加焊（金焊）"	""	"13.75"	"处置"	"其他治疗费"	
"4070"	"JH（YH）"	"加焊（银焊）"	""	"13.26"	"处置"	"其他治疗费"	
"4071"	"GQXP"	"宫腔吸片"	""	"31.52"	"处置"	"其他治疗费"	
"4072"	"GQZLFLS"	"宫腔粘连分离术"	""	"12.55"	"处置"	"其他治疗费"	
"4073"	"GQTS"	"宫腔填塞"	""	"3.94"	"处置"	"其他治疗费"	
"4074"	"FKTSZL"	"妇科特殊治疗"	""	"72.16"	"处置"	"其他治疗费"	
"4075"	"FKTSZL（WY）"	"妇科特殊治疗（外阴）"	""	"77.16"	"处置"	"其他治疗费"	
"4076"	"FKTSZL（YD）"	"妇科特殊治疗（阴道）"	""	"0.51"	"处置"	"其他治疗费"	
"4077"	"FKTSZL（GJ）"	"妇科特殊治疗（宫颈）"	""	"25.82"	"处置"	"其他治疗费"	
"4078"	"FQCCCGPQDZS"	"腹腔穿刺插管盆腔滴注术"	""	"10.79"	"处置"	"其他治疗费"	
"4079"	"MRYC"	"美容义齿"	""	"74.78"	"处置"	"其他治疗费"	
"4080"	"HXJFZHX"	"呼吸机辅助呼吸"	""	"2.67"	"处置"	"其他治疗费"	
"4081"	"WCFZTQ"	"无创辅助通气"	""	"34.93"	"处置"	"其他治疗费"	
"4082"	"WCFZTQ（CXQDZY(CPAP)）"	"无创辅助通气（持续气道正压(CPAP)）"	""	"33.7"	"处置"	"其他治疗费"	
"4083"	"WCFZTQ（SSPQDZY(BIPAP)）"	"无创辅助通气（双水平气道正压(BIPAP)）"	""	"42.65"	"处置"	"其他治疗费"	
"4084"	"TWZJQBZL"	"体外膈肌起搏治疗"	""	"7.92"	"处置"	"其他治疗费"	
"4085"	"BJZL"	"拔甲治疗"	""	"3.74"	"处置"	"其他治疗费"	
"4086"	"JZBQGS"	"酒渣鼻切割术"	""	"0.77"	"处置"	"其他治疗费"	
"4087"	"YWMMZHZL"	"药物面膜综合治疗"	""	"66.01"	"处置"	"其他治疗费"	
"4088"	"NFSZL"	"脑反射治疗"	""	"35.95"	"处置"	"其他治疗费"	
"4089"	"NDZL(A620)"	"脑电治疗(A620)"	""	"49.17"	"处置"	"其他治疗费"	
"4090"	"ZNDZZL"	"智能电针治疗"	""	"25.6"	"处置"	"其他治疗费"	
"4091"	"JLYLF"	"经络氧疗法"	""	"14.61"	"处置"	"其他治疗费"	
"4092"	"GJTHZL"	"感觉统合治疗"	""	"15.74"	"处置"	"其他治疗费"	
"4093"	"GYZL"	"工娱治疗"	""	"3.58"	"处置"	"其他治疗费"	
"4094"	"HGZL"	"红光治疗"	""	"2.84"	"处置"	"其他治疗费"	
"4095"	"BZFPFYZS"	"白癜风皮肤移植术"	""	"55.53"	"处置"	"其他治疗费"	
"4096"	"MBMXS"	"面部磨削术"	""	"53.49"	"处置"	"其他治疗费"	
"4097"	"GZZL"	"刮疣治疗"	""	"10.5"	"处置"	"其他治疗费"	
"4098"	"QZJSZL"	"丘疹挤粟治疗"	""	"0.09"	"处置"	"其他治疗费"	
"4099"	"JDDJDDJSQCS"	"经胆道镜胆道结石取出术"	""	"7.4"	"处置"	"其他治疗费"	
"4100"	"JPDNCSSSQSS"	"经皮胆囊超声碎石取石术"	""	"26.31"	"处置"	"其他治疗费"	
"4101"	"JPJGDDJQSS"	"经皮经肝胆道镜取石术"	""	"58.65"	"处置"	"其他治疗费"	
"4102"	"JPJGDDJDGXZNZS"	"经皮经肝胆道镜胆管狭窄内瘘术"	""	"72.89"	"处置"	"其他治疗费"	
"4103"	"CTTPGS"	"充填体抛光术"	""	"11.17"	"处置"	"其他治疗费"	
"4104"	"SZQTXFS"	"树脂嵌体修复术"	""	"18.16"	"处置"	"其他治疗费"	
"4105"	"XPZGSF"	"橡皮障隔湿法"	""	"5.28"	"处置"	"其他治疗费"	
"4106"	"YTSS"	"牙脱色术"	""	"45.15"	"处置"	"其他治疗费"	
"4107"	"JDDJZGQSS"	"经胆道镜瘘管取石术"	""	"29.85"	"处置"	"其他治疗费"	
"4108"	"JDDJZGQSS（GN）"	"经胆道镜瘘管取石术（肝内）"	""	"24.01"	"处置"	"其他治疗费"	
"4109"	"JDDJZGQSS（GW）"	"经胆道镜瘘管取石术（肝外）"	""	"17.34"	"处置"	"其他治疗费"	
"4110"	"TWFBZL"	"体外反搏治疗"	""	"16.81"	"处置"	"其他治疗费"	
"4111"	"XBCCS"	"心包穿刺术"	""	"47.15"	"处置"	"其他治疗费"	
"4112"	"XBCCYLS"	"心包穿刺引流术"	""	"82.28"	"处置"	"其他治疗费"	
"4113"	"GSCCS"	"骨髓穿刺术"	""	"5.58"	"处置"	"其他治疗费"	
"4114"	"GSHJS"	"骨髓活检术"	""	"7.18"	"处置"	"其他治疗费"	
"4115"	"HYZZGDS"	"后牙纵折固定术"	""	"0.5"	"处置"	"其他治疗费"	
"4116"	"JCJTSZL(WBF)"	"经肠镜特殊治疗(微波法)"	""	"40.24"	"处置"	"其他治疗费"	
"4117"	"JCJTSZL(JGF)"	"经肠镜特殊治疗(激光法)"	""	"6.9"	"处置"	"其他治疗费"	
"4118"	"XTXJJCQJXCS"	"先天性巨结肠清洁洗肠术"	""	"2.5"	"处置"	"其他治疗费"	
"4119"	"CTDSFFW"	"肠套叠手法复位"	""	"3.2"	"处置"	"其他治疗费"	
"4120"	"ZWYJHMTHJS"	"睾丸阴茎海绵体活检术"	""	"3.41"	"处置"	"其他治疗费"	
"4121"	"ZWYJHMTCCHJS"	"睾丸阴茎海绵体穿刺活检术"	""	"2.08"	"处置"	"其他治疗费"	
"4122"	"ZWYJHMTQKHJS"	"睾丸阴茎海绵体切开活检术"	""	"41.54"	"处置"	"其他治疗费"	
"4123"	"FZCXJZFLS"	"附睾抽吸精子分离术"	""	"32.32"	"处置"	"其他治疗费"	
"4124"	"CSJDDAM"	"促射精电动按摩"	""	"53.91"	"处置"	"其他治疗费"	
"4125"	"YJHMTNYWZS"	"阴茎海绵体内药物注射"	""	"48.68"	"处置"	"其他治疗费"	
"4126"	"YJZSWDZS"	"阴茎赘生物电灼术"	""	"1"	"处置"	"其他治疗费"	
"4127"	"YJZSWLDS"	"阴茎赘生物冷冻术"	""	"11.57"	"处置"	"其他治疗费"	
"4128"	"DJTMZL"	"电解脱毛治疗"	""	"76.01"	"处置"	"其他治疗费"	
"4129"	"PFZSWDSZL"	"皮肤赘生物电烧治疗"	""	"63.85"	"处置"	"其他治疗费"	
"4130"	"PZQCS"	"皮赘去除术"	""	"22.39"	"处置"	"其他治疗费"	
"4131"	"HGZL(PUVAZL)"	"黑光治疗(PUVA治疗)"	""	"2.04"	"处置"	"其他治疗费"	
"4132"	"FKWQEXZLJLS"	"妇科晚期恶性肿瘤减瘤术"	""	"0.78"	"处置"	"其他治疗费"	
"4133"	"HYQASILC GDJZQZJZL"	"恒牙期安氏I类错 固定矫治器正畸治疗"	""	"64.22"	"处置"	"其他治疗费"	
"4134"	"HYQASILCYJBBYBLGDJZQZJZL"	"恒牙期安氏I类错拥挤不拔牙病例固定矫治器正畸治疗"	""	"38.18"	"处置"	"其他治疗费"	
"4135"	"HYQASILCYLJXBLGDJZQZJZL"	"恒牙期安氏I类错牙列间隙病例固定矫治器正畸治疗"	""	"5.56"	"处置"	"其他治疗费"	
"4136"	"HYQASILCJDYJSJYBYBLGDJZQ"	"恒牙期安氏I类错简单拥挤双尖牙拔牙病例固定矫治器"	""	"22.03"	"处置"	"其他治疗费"	
"4137"	"RYQASIILCJXBCQZJZL"	"乳牙期安氏II类错间隙保持器正畸治疗"	""	"22.52"	"处置"	"其他治疗费"	
"4138"	"RYQASIILCHDJZQZJZL"	"乳牙期安氏II类错活动矫治器正畸治疗"	""	"0.35"	"处置"	"其他治疗费"	
"4139"	"JXFBZL"	"甲X封包治疗"	""	"38.32"	"处置"	"其他治疗费"	
"4140"	"JPXZXDMZYDZXGJS"	"经皮X择性动脉造影多支X管加收"	""	"10.7"	"处置"	"其他治疗费"	
"4141"	"WGSXYTX"	"无肝素X液透析"	""	"66.62"	"处置"	"其他治疗费"	
"4142"	"CXZXJMYJC（CVP）"	"持续中心静脉压监测（CVP）"	""	"2.78"	"处置"	"其他治疗费"	
"4143"	"JJHJXXSWZCS"	"间接喉镜下新生物摘除术"	""	"66.57"	"处置"	"其他治疗费"	
"4144"	"ZLSHYYYLZL"	"腭裂术后语音训练治疗"	""	"1.67"	"处置"	"其他治疗费"	
"4145"	"ZLSHCGYYZL"	"腭裂术后常规语音治疗"	""	"31.95"	"处置"	"其他治疗费"	
"4146"	"ZLSHBYXWJFKZL"	"腭裂术后鼻咽纤维镜反馈治疗"	""	"25.4"	"处置"	"其他治疗费"	
"4147"	"ZLSHBYJFKZL"	"腭裂术后鼻音计反馈治疗"	""	"2.9"	"处置"	"其他治疗费"	
"4148"	"ZLSHTSFKZL"	"腭裂术后听说反馈治疗"	""	"2.01"	"处置"	"其他治疗费"	
"4149"	"ZLSHZDTYFKZL"	"腭裂术后腭电图仪反馈治疗"	""	"8.54"	"处置"	"其他治疗费"	
"4150"	"KQZMBGLLDZL"	"口腔颌面部各类冷冻治疗"	""	"38.6"	"处置"	"其他治疗费"	
"4151"	"YXSGGZ"	"Y下手工刮治"	""	"2.33"	"处置"	"其他治疗费"	
"4152"	"YZGD"	"牙周固定"	""	"34.04"	"处置"	"其他治疗费"	
"4153"	"QCYZGD"	"去除牙周固定"	""	"16.84"	"处置"	"其他治疗费"	
"4154"	"JNJBDGYLS（ENBD）"	"经内镜鼻胆管引流术（ENBD）"	""	"22.72"	"处置"	"其他治疗费"	
"4155"	"YECYCZL"	"婴儿纯氧舱治疗"	""	"6.21"	"处置"	"其他治疗费"	
"4156"	"XZSJJZGZS"	"星状神经节氙光照射"	""	"46.58"	"处置"	"其他治疗费"	
"4157"	"RGQXS"	"人工气胸术"	""	"29.47"	"处置"	"其他治疗费"	
"4158"	"RGQFS"	"人工气腹术"	""	"4.18"	"处置"	"其他治疗费"	
"4159"	"YDSBCXPXZSYDS"	"胰岛素泵持续皮下注射胰岛素"	""	"30.23"	"处置"	"其他治疗费"	
"4160"	"FBYTSS"	"氟斑牙脱色术"	""	"3.97"	"处置"	"其他治疗费"	
"4161"	"ETQYSZGXF"	"儿童前牙树脂冠修复"	""	"0.91"	"处置"	"其他治疗费"	
"4162"	"ZDGDSQXBCQ"	"制戴固定式缺隙保持器"	""	"64.43"	"处置"	"其他治疗费"	
"4163"	"ZDHDSQXBCQ"	"制戴活动式缺隙保持器"	""	"7.22"	"处置"	"其他治疗费"	
"4164"	"ZDHDJZQ"	"制戴活动矫正器"	""	"1.6"	"处置"	"其他治疗费"	
"4165"	"GHQDTS"	"钙化桥打通术"	""	"13.22"	"处置"	"其他治疗费"	
"4166"	"QYLDGDS"	"全牙列垫固定术"	""	"36.48"	"处置"	"其他治疗费"	
"4167"	"HSQDS"	"活髓切断术"	""	"24.35"	"处置"	"其他治疗费"	
"4168"	"YXGZ"	"Y下刮治"	""	"11.85"	"处置"	"其他治疗费"	
"4169"	"YXCSGZ"	"Y下超声刮治"	""	"54.3"	"处置"	"其他治疗费"	
"4170"	"TLZHJYYYL"	"听力整合及语言训练"	""	"0.35"	"处置"	"其他治疗费"	
"4171"	"YBJ"	"药饼灸"	""	"65.21"	"处置"	"其他治疗费"	
"4172"	"GYJ"	"隔盐灸"	""	"3.4"	"处置"	"其他治疗费"	
"4173"	"JPZTDMXQ＋QNKZS"	"经皮肢体动脉旋切＋球囊扩张术"	""	"37.38"	"处置"	"其他治疗费"	
"4174"	"ZZZLSJ"	"种植治疗设计"	""	"10.11"	"处置"	"其他治疗费"	
"4175"	"CTZGZJMNZZSJ"	"CT颌骨重建模拟种植设计"	""	"13.46"	"处置"	"其他治疗费"	
"4176"	"DH"	"调合"	""	"17.24"	"处置"	"其他治疗费"	
"4177"	"FFQZL"	"氟防龋治疗"	""	"20.68"	"处置"	"其他治疗费"	
"4178"	"YTMZL"	"牙脱敏治疗"	""	"31.49"	"处置"	"其他治疗费"	
"4179"	"DHGLF"	"电火罐疗法"	""	"1.21"	"处置"	"其他治疗费"	
"4180"	"SGLF"	"闪罐疗法"	""	"13.23"	"处置"	"其他治疗费"	
"4181"	"ZGLF"	"着罐疗法"	""	"18.5"	"处置"	"其他治疗费"	
"4182"	"DGLF"	"电罐疗法"	""	"2.62"	"处置"	"其他治疗费"	
"4183"	"CLGLF"	"磁疗罐疗法"	""	"0.19"	"处置"	"其他治疗费"	
"4184"	"ZKBGLF"	"真空拔罐疗法"	""	"0.79"	"处置"	"其他治疗费"	
"4185"	"YWG"	"药物罐"	""	"22.06"	"处置"	"其他治疗费"	
"4186"	"SG"	"水罐"	""	"21.27"	"处置"	"其他治疗费"	
"4187"	"YZG"	"游走罐"	""	"35.71"	"处置"	"其他治疗费"	
"4188"	"TSGYZL"	"特殊工娱治疗"	""	"1.6"	"处置"	"其他治疗费"	
"4189"	"YLZL"	"音乐治疗"	""	"50.38"	"处置"	"其他治疗费"	
"4190"	"ASZL"	"暗示治疗"	""	"40.14"	"处置"	"其他治疗费"	
"4191"	"SCZL"	"松驰治疗"	""	"4.46"	"处置"	"其他治疗费"	
"4192"	"PFZL"	"漂浮治疗"	""	"5.28"	"处置"	"其他治疗费"	
"4193"	"CMFYZL（TBMJ＞5%）（MTBCG300Y）"	"创面负压治疗（体表面积＞5%）（每天不超过300元）"	""	"3.97"	"处置"	"其他治疗费"	
"4194"	"CMFYZL（TBMJ≤5%）（MTBCG200Y）"	"创面负压治疗（体表面积≤5%）（每天不超过200元）"	""	"76.15"	"处置"	"其他治疗费"	
"4195"	"GJJ"	"隔姜灸"	""	"66.22"	"处置"	"其他治疗费"	
"4196"	"YENF（PTPF）"	"婴儿奶粉（普通配方）"	""	"61.79"	"处置"	"其他治疗费"	
"4197"	"YENF（ZCEPF）"	"婴儿奶粉（早产儿配方）"	""	"29.4"	"处置"	"其他治疗费"	
"4198"	"ZTGSHWZXGXBZCZL"	"自体骨髓或外周X干细胞支持治疗"	""	"55.76"	"处置"	"其他治疗费"	
"4199"	"QXYZS"	"脐X移植术"	""	"37.08"	"处置"	"其他治疗费"	
"4200"	"QXYZS（YTJY）"	"脐X移植术（异体基因）"	""	"13.11"	"处置"	"其他治疗费"	
"4201"	"QXYZS（ZTJY）"	"脐X移植术（自体基因）"	""	"10.73"	"处置"	"其他治疗费"	
"4202"	"XBYZHHSS(CIK)XBSZZL"	"细胞因子活化杀伤(CIK)细胞输注治疗"	""	"12.64"	"处置"	"其他治疗费"	
"4203"	"LBZYS"	"淋巴造影术"	""	"37.67"	"处置"	"其他治疗费"	
"4204"	"SGCY"	"食管测压"	""	"27.17"	"处置"	"其他治疗费"	
"4205"	"JPJDMZJZRS"	"经皮颈动脉支架置入术"	""	"29.3"	"处置"	"其他治疗费"	
"4206"	"JPSDMZJZRS"	"经皮肾动脉支架置入术"	""	"6.14"	"处置"	"其他治疗费"	
"4207"	"JPDMJGCX+QNKZS"	"经皮动脉激光成形+球囊扩张术"	""	"43.96"	"处置"	"其他治疗费"	
"4208"	"PLYJZ"	"劈裂牙结扎"	""	"81.94"	"处置"	"其他治疗费"	
"4209"	"DQJ"	"大抢救"	""	"4.15"	"处置"	"其他治疗费"	
"4210"	"ZQJ"	"中抢救"	""	"28.32"	"处置"	"其他治疗费"	
"4211"	"XQJ"	"小抢救"	""	"4.02"	"处置"	"其他治疗费"	
"4212"	"YQXR"	"氧气吸入"	""	"26.61"	"处置"	"其他治疗费"	
"4213"	"TSWLJW"	"特殊物理降温"	""	"42.13"	"处置"	"其他治疗费"	
